biome * ffffff ffffff ffffff
biome 0 ffffff 87b565 69954a
biome 1 ffffff 79b04b 5b8e35
biome 2 ffffff c3c26e a4a354
biome 3 ffffff 789c75 5b7c58
biome 4 ffffff 58a13a 3d7e26
biome 5 ffffff 719a6a 547a4e
biome 6 e0ffae 6a7039 6a7039
biome 7 ffffff 87b565 69954a
biome 8 ffffff c3c26e a4a354
biome 9 ffffff 87b565 69954a
biome 10 ffffff 79978d 5c776e
biome 11 ffffff 79978d 5c776e
biome 12 ffffff 79978d 5c776e
biome 13 ffffff 79978d 5c776e
biome 14 ffffff b6a6a6 9a8989
biome 15 ffffff b6a6a6 9a8989
biome 16 ffffff 79b04b 5b8e35
biome 17 ffffff c3c26e a4a354
biome 18 ffffff 58a13a 3d7e26
biome 19 ffffff 719a6a 547a4e
biome 20 ffffff 789c75 5b7c58
biome 21 ffffff 95c148 74a033
biome 22 ffffff 95c148 74a033
biome 23 ffffff 79b91f 599514
biome 24 ffffff 87b565 69954a
biome 25 ffffff 789c75 5b7c58
biome 26 ffffff 7e9e96 607f77
biome 27 ffffff 72b74c 559636
biome 28 ffffff 72b74c 559636
biome 29 ffffff 344f16 3d7e26
biome 30 ffffff 79978d 5c776e
biome 31 ffffff 79978d 5c776e
biome 32 ffffff 6f955e 517243
biome 33 ffffff 6f955e 517243
biome 34 ffffff 789c75 5b7c58
biome 35 ffffff c3c26e a4a354
biome 36 ffffff c3c26e a4a354
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 40 ffffff 79978d 5c776e
biome 41 ffffff 79978d 5c776e
biome 42 ffffff aa8a4e b5a353
biome 43 ffffff a3e053 a3e053
biome 44 ffd932 8baf6b b0e088
biome 45 ffffff d8935f dae579
biome 46 ffffff c3c26e a4a354
biome 47 ffffff 9fb771 c9ce65
biome 48 ffffff c9c17f b2c67f
biome 49 ffffff a9ba64 a9ba64
biome 50 ffffff a9ba64 a9ba64
biome 51 ffffff c0d85d 4e811f
biome 52 ffffff a3ffaa a3ffaa
biome 53 ffffff 87b565 69954a
biome 54 ffffff 5a9a45 3f782e
biome 55 ffffff c3c26e a4a354
biome 56 0e6a35 c3c26e a4a354
biome 57 ffffff bca165 bca165
biome 58 a2ad51 66704c 66704c
biome 59 ffffff ad8e41 afa248
biome 60 ffffff 7dd671 98ef56
biome 61 ffffff c3c26e a4a354
biome 62 ffffff 84d168 67ce52
biome 63 ffffff bac481 ceb979
biome 64 ffffff 70c441 70c441
biome 65 ffffff abd6bc abd6bc
biome 66 00ff2e 57ed64 57ed64
biome 67 ffffff 74d374 66e266
biome 68 ffffff 79978d 5c776e
biome 70 ffffff 609e58 75b569
biome 71 ffffff cec577 aec681
biome 72 ffffff 609c49 457a32
biome 73 ffffff 7ca568 8acc6a
biome 74 ffffff 5a9a45 3f782e
biome 75 ffffff ccc46c a3bc62
biome 76 ffffff ccc46c a3bc62
biome 77 ffffff a1c36d a1c36d
biome 78 ffffff d99321 b87217
biome 79 ffffff 58a13a 3d7e26
biome 80 ffffff 6a9752 4d7439
biome 81 ffffff 7b9957 5c783d
biome 82 ffffff 6f946e 527251
biome 83 ffffff 5a9a45 3f782e
biome 84 ffffff 63b26d 63b26d
biome 85 ffffff 63b26d 63b26d
biome 86 588276 619365 619365
biome 87 ffffff 93c050 729e39
biome 88 ff107a 69cfdb 70e099
biome 89 ffffff 87b54a 689434
biome 90 1e1b26 3f4151 3f4151
biome 91 ffffff d5ff6d d5ff6d
biome 92 ffffff a2ff5f 3aff00
biome 93 ffffff d3c770 b5aa56
biome 94 ffffff c3c26e a4a354
biome 95 ffffff c3c26e a4a354
biome 96 ffffff c8e580 ade07b
biome 97 cc5100 9e8b69 9e8b69
biome 98 ffffff 1ad86c 14e26f
biome 99 ffffff 63ae3c 478b28
biome 100 ffffff 00995b 00995b
biome 101 ffffff 95c152 749f3b
biome 102 ffffff bec44c b3c442
biome 103 ffffff bec44c b3c442
biome 104 ffffff 647f38 789643
biome 105 ffffff abd056 8cb03f
biome 106 ffff77 ccc9ad d7dbb6
biome 107 af9200 746429 919134
biome 108 ffffff 79978d 5c776e
biome 109 ffffff c3c26e a4a354
biome 110 ffffff 58a13a 3d7e26
biome 111 ffffff c49e7d c49e7d
biome 112 ffffff b6d367 bbdd63
biome 113 ffffff a89a77 a5a16d
biome 114 5dff00 c3e041 a5e041
biome 115 ffffff 81a424 5f8017
biome 116 ffffff ad8456 bf664e
biome 117 ffffff c3c26e a4a354
biome 118 ffffff c3c26e a4a354
biome 119 ffffff d3c770 b5aa56
biome 120 e5ff00 9da078 999e55
biome 121 636084 5a935f 4f9657
biome 122 ffffff a3b74c 8ea621
biome 123 ffffff e2cda5 e2cda5
biome 124 ffffff 79978d 5c776e
biome 125 ffffff d1c76a b2a951
biome 126 ffffff 72b74c 559636
biome 127 ffffff 95c148 74a033
biome 128 ffffff 7ab045 5c8e2f
biome 129 ffffff 79b04b 5b8e35
biome 130 ffffff c3c26e a4a354
biome 131 ffffff 789c75 5b7c58
biome 132 ffffff 58a13a 3d7e26
biome 133 ffffff 719a6a 547a4e
biome 134 e0ffae 6a7039 6a7039
biome 135 ffffff 689d5c 4c7c42
biome 136 ffffff 79978d 5c776e
biome 137 ffffff 58a13a 3d7e26
biome 138 ffffff 5a9841 3f742c
biome 139 ffffff 79978d 5c776e
biome 140 ffffff 79978d 5c776e
biome 141 0a2a72 dbe6e5 dbe6e5
biome 142 ffffff 81a424 5f8017
biome 143 24b01c 95c148 74a033
biome 144 ffffff c3c26e a4a354
biome 145 ffffff c3c26e a4a354
biome 146 ffffff 79978d 5c776e
biome 147 ffffff 6b9f58 4e7e3e
biome 148 ffffff 81a424 5f8017
biome 149 ffffff 95c148 74a033
biome 150 ffffff 63ae3c 478b28
biome 151 ffffff 79b91f 599514
biome 152 ffffff 81a424 5f8017
biome 153 ffffff 71b040 538d2c
biome 154 ffffff abd056 8cb03f
biome 155 ffffff 72b74c 559636
biome 156 ffffff 72b74c 559636
biome 157 ffffff 406a22 3d7e26
biome 158 ffffff 79978d 5c776e
biome 159 ffffff 79978d 5c776e
biome 160 ffffff 719a6a 547a4e
biome 161 ffffff 719a6a 547a4e
biome 162 ffffff 789c75 5b7c58
biome 163 ffffff c3c26e a4a354
biome 164 ffffff c3c26e a4a354
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
biome 168 ffffff 79978d 5c776e
biome 169 ffffff 7ab045 5c8e2f
biome 170 ffffff 769871 597854
biome 171 f08000 d3c770 b5aa56
biome 172 ffffff 81a424 5f8017
biome 173 ffffff 79b04b 5b8e35
biome 174 ffffff 3b5744 2d463a
biome 175 ffffff 554114 e94e14
biome 176 ffffff 7ab045 5c8e2f
biome 177 ffffff 87b53f 69953f
